NAME	X	Y	Category	Intensity
TYPE	numeric	numeric	group	numeric
BA_1	70.06229534	15.4750564	A	1
BA_2	8.806899522	123.2885491	A	1
BA_3	24.6668434	16.74763274	A	1
BA_4	140.9592493	20.79997729	A	1
BA_5	148.4521712	21.60995118	A	1
BA_6	1.517014096	0.485673286	A	1
BA_7	167.2990346	13.72250288	A	1
BA_8	185.5424524	5.845698625	A	1
BA_9	161.52395382	0.761101364	A	1
BA_10	146.7656655	24.58489322	A	1
BA_11	159.75926361	11.57313875	A	1
BA_12	145.08338493	10.79800326	A	1
BA_13	150.9113465	4.322737256	A	1
BA_14	172.1772514	9.328130584	A	1
BA_15	163.9284063	9.44714249	A	1
BA_16	156.964066	27.79164097	A	1
BA_17	142.79662488	1.678858174	A	1
BA_18	157.0374717	34.70952586	A	2
BA_19	31.2173586	129.10474489	A	2
BA_20	46.5505305	145.53499128	A	2
BA_21	31.87778438	121.80205008	A	2
BA_22	11.58075367	124.215546281	A	2
BA_23	14.2254167	146.38115435	A	2
BA_24	17.1623056	136.03986355	A	2
BA_25	9.256746399	152.66900506	A	2
BA_26	92.88195962	128.85942001	A	2
BA_27	21.0534343	142.28349177	A	2
BA_28	33.2161642	140.11622647	A	2
BA_29	20.7751554	155.950639146	A	2
BA_30	10.07873261	128.07937405	A	2
BA_31	8.4942204	154.97189474	A	2
BA_32	150.9208831	11.44725646	A	2
BA_33	0.424210306	49.21867232	A	2
BA_34	71.30275388	5.994743174	A	2
BA_35	127.2545029	47.24387824	A	3
BA_36	98.83813661	0.718426176	A	3
BA_37	132.2584735	31.57533535	A	3
BA_38	67.38111152	1.119845514	A	3
BA_39	139.7403707	41.34434324	A	3
BA_40	85.78861589	58.96233194	A	3
BA_41	78.57174785	63.72167007	A	3
BA_42	132.5204335	56.63684983	A	3
BA_43	32.64257016	15.23518802	A	3
BA_44	78.4197206	3.1847521	A	3
BA_45	81.36090575	18.05646077	A	3
BA_46	61.54906	6.837187755	A	3
BA_47	104.5976551	74.28083691	A	3
BA_48	131.9139686	33.24419774	A	3
BA_49	118.1952445	58.94229754	A	3
BA_50	94.69533307	38.20265588	A	3
BA_51	98.54061104	58.5908845	A	3
BA_52	61.97581777	7.333870573	A	3
BA_53	23.50683238	24.53014934	A	3
BA_54	87.07327242	75.21382467	A	4
BA_55	10.47288015	48.46996628	A	4
BA_56	116.565805	0.859084757	A	4
BA_57	66.01394942	84.14061223	A	4
BA_58	24.0864559	19.26830177	A	4
BA_59	33.90947813	4.861695771	A	4
BA_60	25.04189822	10.04715776	A	4
BA_61	25.36921453	24.74097752	A	4
BA_62	24.61156152	38.57784862	A	4
BA_63	10.1522579	5.79175452	A	4
BA_64	13.0302349	35.84194255	A	4
BA_65	26.011124488	32.12754131	A	4
BA_66	5.0803395	18.15514097	A	4
BA_67	19.28749831	23.65124583	B	4
BA_68	19.8382996	33.18104936	B	4
BA_69	27.20239256	12.31891513	B	4
BA_70	35.13339329	3.898564134	B	4
BA_71	6.61786492	28.80320591	B	5
BA_72	8.42778854	17.97710953	B	5
BA_73	11.4551651	12.31783043	B	5
BA_74	49.3611518	47.59145243	B	5
BA_75	30.68246176	14.84335078	B	5
BA_76	19.24083924	8.548619948	B	5
BA_77	33.91691748	42.74321772	B	5
BA_78	9.47015852	16.02367435	B	5
BA_79	10.08003693	19.65298385	B	5
BA_80	28.11169025	20.92169851	B	5
BA_81	36.51370152	15.63933441	B	5
BA_82	42.91618048	11.72576369	B	5
BA_83	43.59390095	93.67225673	B	5
BA_84	14.09804905	31.58528132	B	5
BA_85	17.40598078	100.9513669	B	5
BA_86	75.64724783	100.168992	B	5
BA_87	90.80427682	40.88218955	B	5
BA_88	51.61088169	98.32832101	B	5
BA_89	65.43895097	76.10172565	B	6
BA_90	81.22617002	22.83792967	B	6
BA_91	64.41566946	92.39419771	B	6
BA_92	83.356384	25.27722813	B	6
BA_93	6.58784847	97.72445533	B	6
BA_94	10.22712912	96.28708028	B	6
BA_95	25.30950773	89.08937691	B	6
BA_96	5.064443216	70.27891805	B	6
BA_97	33.31745272	5.358689646	B	6
BA_98	30.75465638	104.2346434	B	6
BA_99	3.167842064	20.56360819	B	6
BA_100	83.58125149	13.6926983	B	6
BA_101	41.45546199	64.79995099	B	6
BA_102	14.97411131	3.197034022	B	6
BA_103	56.01933189	110.7914201	B	6
BA_104	67.84116215	106.7649515	B	6
BA_105	77.87455225	32.3238432	B	6
BA_106	55.57453701	23.04472008	B	6
BA_107	56.34315699	40.66431908	C	7
BA_108	32.17126326	79.48627703	C	7
BA_109	61.05967231	102.9731	C	7
BA_110	34.70836803	18.10615973	C	7
BA_111	16.4597735	41.43657929	C	7
BA_112	21.30203917	47.79592699	C	7
BA_113	29.53413987	26.28481726	C	7
BA_114	4.085451703	54.43549834	C	7
BA_115	24.78908857	98.16155471	C	7
BA_116	65.59349525	23.72494654	C	7
BA_117	13.71881681	120.8683135	C	7
BA_118	59.74758488	81.45964404	C	7
BA_119	48.80242017	37.60205067	C	7
BA_120	72.00492188	135.9106901	C	8
BA_121	40.0077021	143.214796	C	8
BA_122	54.78365687	36.69922926	C	8
BA_123	28.47215303	149.3005494	C	8
BA_124	20.97539554	116.0357647	C	8
BA_125	44.68091852	22.24667467	C	8
BA_126	45.51897826	56.59054585	C	8
BA_127	34.42198152	143.67498	C	8
BA_128	1.032447791	78.83679245	C	8
BA_129	65.79875582	111.0088786	C	8
BA_130	66.44434159	82.45952119	C	8
